Device Type,Data Rate Requirement (Mbps),Latency Requirement (ms),Device Mobility,Slice Type,Slice Bandwidth (Mbps),Slice Latency (ms),Slice Throughput (Mbps),Network Load (%),Traffic Type,Traffic Volume (bytes/sec),Peak Traffic Volume (bytes/sec),Jitter (ms),Packet Loss (%),Throughput (Mbps),Network Availability (%),Optimal Network Slice
Meter,46.170934410376816,11.822478706871422,Static,URLLC,160.21070885941475,4.749120956290376,163.84825226229316,78.4341342193253,Video,29473.488620764365,191682.17850520337,0.8086037871238553,1.3975806114711693,74.41698924678806,99.90739916122563,mMTC
Camera,25.367405088618725,9.14362219056289,Mobile,mMTC,159.6707997870502,1.1445142440702187,21.170583813916615,88.02310192549751,Sensor Data,77862.57972927725,64273.43406573312,0.1974130365534393,1.884778493561365,78.75155345448815,99.8822260858684,mMTC
Camera,16.730257703903796,15.78848778222163,Mobile,URLLC,108.38035463829712,1.943933889536039,80.98011771716155,65.98846800212182,Video,50426.458413852735,48051.23105083012,0.40332738492189524,1.7037967780542895,94.29258824391708,99.83395948571601,URLLC
Meter,36.988054490853635,9.500814051094501,Static,mMTC,37.3758599921409,9.066447103719264,135.56474544625212,63.56784600076197,Video,8694.356160679527,31176.553159847987,1.7609913941413589,0.9457361511354215,104.16274909322742,99.83661572979706,mMTC
Sensor,2.317290702411799,36.13595119788029,Static,URLLC,185.32449201824437,8.53444183456401,65.9615565031429,86.52334996608874,Video,88786.19566752834,137523.00635768863,0.49101748559155256,0.6425832196141933,97.16640688814182,99.92396499432641,mMTC
Drone,24.001065799160738,6.306795599414872,Static,URLLC,140.35889423737484,8.56830207209675,88.59472014877055,75.69060853688387,Video,65615.1239580851,151131.74685072358,0.9873799354157917,0.6892274474934846,52.98389118339343,99.88876592350304,mMTC
Camera,17.14800801638151,32.79832252812491,Mobile,mMTC,64.46914744735116,4.702180755293714,108.138746420629,92.83732955972339,Sensor Data,3777.5306428301224,84254.3414068281,1.3682009533964452,1.4938875466626178,39.016735626406344,99.84288284308725,URLLC
Drone,46.06652631257646,11.331852387150843,Mobile,mMTC,129.88181846616078,2.273777189664978,179.18846601890823,60.550151019365885,Sensor Data,1004.7682304553343,48789.03981243913,1.9351487637712546,1.6284174700011225,18.785846368576344,99.81748250847222,mMTC
Sensor,1.0941498499977858,47.53226557300536,Mobile,mMTC,92.90386924897345,1.971050693448845,140.11972073714296,88.5471438045625,Video,8863.385200300214,89910.13941477747,0.12677574776246833,0.7943927042619461,16.763995469639582,99.98224133206207,URLLC
Sensor,27.86433634805828,46.98923328994344,Mobile,URLLC,134.36293515247243,6.450424523206439,174.5740366698704,58.10167537087547,Sensor Data,82213.34363794331,103416.96261547101,1.026406996996386,1.2834331441941338,134.99547663818709,99.93080635129198,URLLC
Sensor,37.16284726279799,15.147639613443317,Mobile,mMTC,105.29676123158374,8.453739294177666,129.3690032082445,79.23856222483897,Sensor Data,48182.63837488348,108817.75335676056,1.9924604966398785,1.5166685910411022,149.2627111098647,99.83623855108556,URLLC
Camera,24.50839038244004,32.64895842003632,Static,mMTC,107.38498704315202,9.101030339262188,59.39372653525747,64.18168541573432,Sensor Data,33596.58941103982,88840.4805719933,0.3312718439392409,1.7068400723566586,63.28194862784173,99.94242087955476,URLLC
Sensor,4.727449993054722,6.26023937626063,Mobile,mMTC,152.4587765433247,3.5985848550420387,62.435653491604754,55.05454787997944,Sensor Data,25004.411896360205,1045.6295563606077,0.3350622434906162,1.3177484696447492,43.758033673680075,99.83214088384422,URLLC
Camera,48.63683880638116,46.93048443730284,Mobile,mMTC,130.47063429151564,3.889239128501082,150.70661005559532,80.83823022835713,Sensor Data,50735.11260542122,94514.02349717353,0.2653803997398059,1.742163040737583,68.9127893660945,99.91195081715358,mMTC
Sensor,26.14151635311685,28.534428868626936,Static,URLLC,34.39148442396062,1.907889911752822,85.5727260474514,75.33994799480307,Sensor Data,8395.71845934503,69650.1962758038,1.064903670834562,0.6349441731582479,28.938570241837205,99.90777589574661,mMTC
Drone,30.90221909379106,6.945041813800055,Mobile,URLLC,31.767242680334657,7.969688103412108,76.08699191153968,74.29900942731211,Video,61756.327957088426,111445.43090973183,0.7619812751877288,1.4276798230419983,100.01182587799099,99.82057573742397,mMTC
Drone,12.212184244021612,20.412499685366182,Static,URLLC,74.90166274941055,3.4812124400902498,170.9405143515348,79.62597137268943,Video,38114.68608563341,14154.90345341995,1.4608827071214607,0.863907243363705,45.37659209919718,99.92613671765776,mMTC
Meter,24.43315521278679,8.45822578375554,Static,mMTC,97.44427937697434,5.328365226070867,17.183472467674065,68.62186087275283,Video,85858.15927726917,175874.0953661395,1.1854636611357732,1.8644107381496116,57.8521742466594,99.90588344247233,mMTC
Drone,21.742899851936933,22.682499771801194,Mobile,mMTC,69.54006065227149,9.360075740759491,101.61953605830726,83.50837808760724,Sensor Data,75467.24273434446,175125.57071710663,1.2035959925737696,0.5156755094982955,130.48560388756587,99.95238745827761,URLLC
Meter,4.207344179098195,35.14668539725954,Mobile,mMTC,137.26277445258523,7.7699415729244325,142.88764845249023,56.542186546925485,Video,1934.7809398448958,112953.85192918159,1.0710122367842667,1.5959852618454,91.82823211949565,99.97255665952015,URLLC
Drone,5.7549375005996275,26.14504586186478,Mobile,URLLC,55.119427710611944,1.474641066601646,136.46788767010707,85.74857418183305,Video,16733.156531604964,147502.7983104844,1.984923318319944,1.8701487898637719,33.20054037914675,99.93438261700646,mMTC
Camera,41.95488972112934,22.26749786237545,Mobile,mMTC,146.74539735131054,1.073391350134867,75.649773877767,78.9906857140349,Sensor Data,47456.04794369915,87749.37700072784,1.1241931742156366,1.396640268422874,27.895643526645024,99.85764985904827,mMTC
Drone,12.371087634226217,10.362067049320917,Static,URLLC,159.16713354000743,8.086671332923672,103.38197145307421,74.32363200178956,Sensor Data,65902.15848946535,118182.87890514696,0.23748975130755484,1.5991219348606485,103.31504225744096,99.86218506085567,URLLC
Meter,10.150434439182211,16.022257056214535,Static,mMTC,42.3774753672171,5.972502132808261,15.92025362349929,56.38251999839624,Sensor Data,71541.08236464595,123649.53391999981,0.7121698124101292,1.7836984863238878,36.95908111853946,99.85926678359827,URLLC
Meter,25.493116836881892,9.506447948225802,Mobile,URLLC,137.14512380533785,7.483009684264308,103.2469945007856,63.91322397483117,Sensor Data,81642.70197055528,70971.5502430391,1.5832870424882126,0.6881053771506724,41.568421309724336,99.96408793553506,mMTC
Sensor,38.55298300244439,41.337442924549734,Static,URLLC,193.05847566202053,2.4113378964395213,112.41620235590459,64.7648289309791,Sensor Data,5016.93960454255,192186.17300763697,1.294064873321201,0.3365854248256444,96.24120015692856,99.89180565351364,URLLC
Camera,3.566352669659902,11.085792259312516,Static,mMTC,54.70828710740241,8.848430649735581,159.34057070271479,61.690632695496745,Sensor Data,1946.4716813213226,120639.95813437503,1.3995007136880433,1.8793513377241662,137.9278054814272,99.98212597212598,mMTC
Drone,29.051992022093664,31.79180149470021,Static,mMTC,183.6745096009078,7.959924811130158,49.771649518666734,97.70898632602012,Video,60090.52275724257,198109.14378897622,1.8514318359393442,0.17125790400807447,88.09194052539847,99.9244464799434,mMTC
Sensor,6.400916920608381,20.423318611498065,Mobile,URLLC,129.088630869323,9.017550226491522,151.14904254728842,95.78207789245215,Video,72410.31202472602,86644.44239716518,0.9431825468101067,1.0207580040743964,78.22275264675018,99.91454993059385,mMTC
Drone,2.3048220158681136,15.169027309483257,Static,URLLC,126.37007611970814,4.069864743917238,133.48097427462585,77.30666069196252,Sensor Data,78690.94263187006,6754.457287226082,0.13709189578788022,0.7126823667076158,130.92120588837332,99.97078920320533,mMTC
Drone,3.1108256320297607,33.77607977714467,Static,mMTC,29.34608281775609,3.481346757549217,124.89509270618994,60.28362916201117,Video,15655.986898746158,60696.66551298435,1.9811710066697081,1.1537278231842563,54.62388236327015,99.91202825276537,URLLC
Sensor,41.79112335631785,25.56510392196233,Static,URLLC,154.69405010955168,2.365582959315342,80.07399100962535,95.55691825364946,Sensor Data,96876.7281151394,130262.31012148267,0.9636977530586092,1.979704811409087,19.668353378654125,99.95633997475532,mMTC
Sensor,6.339637939589047,23.00654602780516,Mobile,mMTC,106.08914947665048,9.370796571522973,75.62667293721235,87.4703266428087,Sensor Data,23019.96591064402,182095.5965211637,0.2854620875077774,0.18688413065415221,90.28783928984078,99.89477592869092,URLLC
Sensor,2.7349925384084517,31.67834022014997,Static,mMTC,149.81139053032413,2.591462832020566,131.03810170157456,51.93859194770186,Sensor Data,25108.004957087956,123148.29956650287,1.1423097969520997,1.562269988984882,32.80589584695569,99.9137415019454,URLLC
Sensor,22.176044413574157,27.107043282050032,Static,URLLC,165.65259862038909,2.0738551034035453,178.38683035161327,74.53557608682468,Video,15513.475042792086,94511.20397927273,1.2213860337368956,0.1466750888831828,23.17857601720834,99.84925086474142,URLLC
Sensor,42.277676861130224,18.656789384820236,Static,URLLC,114.28334720701014,2.734103880881041,81.88337026448625,80.24723115538302,Video,4420.419561306592,16424.384887608263,1.1722334919446693,0.5963555955323192,28.10042202566617,99.96650130161859,URLLC
Drone,13.489214636220446,30.157757949436323,Static,mMTC,67.45597639009655,7.94243554084102,166.56896330345813,53.32366820317138,Sensor Data,80991.44006790766,29207.851397943316,1.9333440689476156,1.4405484750808653,29.89497189782721,99.85282014735536,URLLC
Sensor,21.37477456753286,35.127435944781254,Static,URLLC,45.483048450706406,9.005763114845928,111.77993859012767,52.49155155778623,Sensor Data,663.7893381728849,10977.835116508755,0.7073073221826027,0.6221731192121851,103.5141154438699,99.98304594006628,URLLC
Camera,2.476165361905686,6.201192136408443,Static,URLLC,48.890563027834574,8.298221108467818,158.24733283902717,73.17619792425903,Video,46431.60820803874,142323.12437088657,0.1655749405295916,1.2604066220063839,93.62258206393822,99.87327933306507,URLLC
Meter,22.729386449676355,25.964227800845393,Static,mMTC,176.04823771024377,6.069146975841563,50.836423761919,50.097585666881386,Sensor Data,9287.521666183868,166268.95243419168,1.8475292520116542,1.9369308436904848,58.229223296413906,99.88270062417298,mMTC
Sensor,29.091847491538118,7.595747806259469,Mobile,URLLC,42.244057213469965,9.944958256999508,140.76829233284053,52.34177797055682,Sensor Data,4575.0551798409,33138.458598240206,0.46335328107122353,1.7619936191097654,47.815575451416116,99.89347602524896,mMTC
Sensor,28.759899160731166,13.388243633064999,Mobile,URLLC,89.24493314838232,1.619686580441039,152.76567927240112,58.256883190596994,Sensor Data,93472.22716735669,65248.89932715523,1.523953822614789,1.6890255904989238,15.093059278700283,99.87285948888692,mMTC
Drone,16.955121262631074,30.22289303350879,Mobile,URLLC,80.16943633202555,8.80472510039463,152.30790808371884,95.4985387014556,Sensor Data,82557.44287942619,95977.79907853062,0.4876183980775849,0.467729034795223,36.450097090947914,99.90926291666464,mMTC
Sensor,16.118892442825207,43.978501186951135,Mobile,URLLC,175.78202001301463,4.84942475542392,144.47737748542227,88.31417635063538,Sensor Data,39548.138308417925,28814.47184264917,1.6750533521766529,0.6163867122714644,92.69432525892334,99.92349375783078,URLLC
Sensor,5.777869137361595,44.72625556348182,Mobile,mMTC,105.98483012497249,5.096101138349198,65.1922789058973,72.52130021186434,Video,45913.513540451815,83413.40271865214,1.8221268263627024,1.5964073900998603,90.12107506995213,99.83272038134068,mMTC
Sensor,18.656516871990284,8.147480456238407,Mobile,URLLC,199.36035512266477,2.1483540428615244,101.12178626424883,73.96028337368315,Sensor Data,86824.44464716678,193376.37199797513,0.30017773863289277,1.4879405870360576,114.4172994644855,99.95780752973737,mMTC
Drone,5.42498610921175,23.8597288829018,Static,URLLC,152.66985433456605,1.3008967691844557,64.45128872885385,84.30122745529675,Sensor Data,79704.0083083836,143913.89111538217,0.37982163657542056,0.6535276139017474,19.45258882911657,99.92560585885778,URLLC
Sensor,38.44649926324656,31.235291735204807,Mobile,URLLC,173.1662435727714,3.8496549346248994,71.58937460693761,73.71932681624064,Video,69192.33891248479,33636.27859274977,1.8580486333178474,0.914938665453211,122.3400266338104,99.94135501344245,URLLC
Meter,48.3305777385352,11.618145704765453,Mobile,URLLC,37.76100788480148,2.5736817980253632,64.7011157920534,53.196255442344835,Video,53702.881458236276,20033.26914585902,1.564338367881783,1.3322175864951338,93.5402943193638,99.97860591829523,URLLC
Drone,48.51868560500199,39.444449753514725,Mobile,mMTC,65.55840594768127,5.350048804641805,61.89746292027056,86.93656875335049,Video,60821.461490222464,89196.63202077578,0.17390405727887975,1.0985055952897556,51.84076619757563,99.95380152762917,URLLC
Meter,43.32101941908199,38.49058662967575,Mobile,mMTC,44.38031520292908,2.3259747344839474,129.41457596391314,52.88749128221499,Sensor Data,39396.49949412642,197593.84015587243,0.4461790370249422,0.9666056511383251,73.80376885240135,99.91723416898373,mMTC
